id,sentiment,text
681455816,negative,userMentionToken weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. over it.
681455817,negative,userMentionToken is seriously the worst. i don't remember the last time i or someone i knew had a flight that wasn't delayed / cancelled flightled / etc!
681455818,neutral,userMentionToken is there any way to get entry to the las vegas event to see userMentionToken perform? destinationdragons
681455819,positive,userMentionToken the crew of swa 4007 a high five from this av-8b guy for its nice xw landing into userMentionToken nicely done!
681455820,negative,userMentionToken why do you charge so much moving from a full flight to an earlier flight with seats available? doesn't make sense to me.
681455821,negative,userMentionToken and now no wifi??? come on.
681455822,negative,userMentionToken on brd now.frustrated we go 2 buf not roc.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk
681455823,positive,"userMentionToken have to be honest, didn't expect a fast response, thank you! off to chiberia we go!"
681455824,positive,userMentionToken making miracles again! the customer service department gave me by far one of the friendliest phone calls ever. wheelsup
681455825,positive,userMentionToken already signed up! thanks! looking forward to trying the southwest experience.
681455826,negative,"userMentionToken on unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. refund"
681455827,neutral,userMentionToken good to know. perhaps it was execution then.
681455828,negative,userMentionToken love how you hold flight 2851 in phx for late flight passengers and make us all over an hour late flight. great job.
681455829,negative,userMentionToken i tried to return to orig booked flt. told overbooked.gng to diff dest.feel like we were switched on purpose bec of overbook.
681455830,positive,"userMentionToken userMentionToken you are forgiven most loved customer,,,it's as if you never left :) ^ll that's why you're bae"
681455831,negative,userMentionToken do we have a time estimate for our luggage? we'll be sure to fill out your survey!!
681455832,positive,"userMentionToken you only hear about the bad things. flying the last to weekends, the flights and crews were awesome. thank you."
681455833,positive,"userMentionToken sorry to spam, it would just be so awesome to see userMentionToken in vegas. your help would be absolutely amazing."
681455834,neutral,userMentionToken dm sent.
681455835,neutral,userMentionToken can you please dm me? i have a question for you :)
681455836,neutral,userMentionToken done.0
681455837,negative,userMentionToken lets chat about flights to and from bwi and the carolina area... can a girl get break? i've had to resort to usair 2 a day?!
681455838,neutral,userMentionToken sent
681455839,negative,userMentionToken remember me? wouldn't let me on 3:05pm flight (seats available). now my 7:40 flight is delayed. worst airline. badservice
681455840,positive,userMentionToken userMentionToken - thanks for making new direct flight to san francisco.
681455841,positive,userMentionToken the crew of 4649 has been great to us today. traveling from ft. lauderdale to louisville with 2 kids 7 and under. thanks!
681455842,neutral,userMentionToken will you please work out a contract with userMentionToken to offer service there..
681455843,neutral,userMentionToken please reply to my dm
681455844,neutral,userMentionToken you're going to compensate us for the two plane changes in atlanta right?
681455845,negative,userMentionToken next up: enforcing your boarding procedure.
681455846,negative,userMentionToken roger wilco.
681455847,neutral,userMentionToken how do i enter passport information on an existing reservation before check in?
681455848,neutral,userMentionToken any way you can help with entry to vegas event? my boyfriend &amp; i have been userMentionToken fans since 2009. they are awesome!
681455849,positive,"userMentionToken nvm, gate said they're holding connections. thanks for quick response!"
681455850,neutral,userMentionToken to the rescue. sundown in chicago. next stop san antonio! urlToken
681455851,negative,"userMentionToken yall say flt 4200 is on time, yet we haven't boarded for a 3:35 departure b/c we are waiting on a new crew. why the subterfuge"
681455852,negative,userMentionToken did yall get rid of the austin to cabo flights all together? there's zero non-stop in aug and sept
681455853,positive,userMentionToken looking forward to the beats music available on my flight today. that's pretty cool.
681455854,positive,userMentionToken has some of the best airfare prices! gotta luv them :)
681455855,negative,"userMentionToken my flt was delayed, scheduled to miss my connection, can i get some help? 8hh4p2"
681455856,positive,"userMentionToken thank you, will do"
681455857,negative,"userMentionToken i didn't say anything about patience, i said this is probably the last time i fly southwest. i suggest others do the same."
681455858,negative,userMentionToken flight # 317
681455859,neutral,userMentionToken iphone app adds passbook support airlines travel urlToken
681455861,neutral,userMentionToken do you have any tickets to the atlanta show? i would love to go with my sister
681455862,neutral,"userMentionToken userMentionToken no, no, you must've heard us wrong. sweet mixtape,though"" 4 the record,i didn't leave the 80's, the 80's left me"
681455864,positive,userMentionToken :( thanks for the opportunity...
681455866,negative,userMentionToken don't ever tweet me again
681455867,negative,"userMentionToken problem is, i wasn't issued a position until today at the gate. and no option to upgrade. not good when you're 6'4."
681455869,negative,userMentionToken might be the worst airline ever
681455873,positive,"userMentionToken truly the best in customerservice. if something goes wrong, no matter how big or small the issue was, they fix it. thank you"
